##*************************************
#Arabic Stop word list for morphology analysis and information retrival
#Version        : 0.9
#Generated at   : 2023/02/02:08:54 
#Author         : Taha Zerrouki
#Web            : http://arabicstopwords.sf.net
#Source         : http://github.com/linuxscout/arabicstopwords
#*************************************
word	vocalized	type_word	class_word	has_conjuction	has_definition	has_preposition	has_pronoun	has_interrog	has_conjugation	has_qasam	is_defined	is_inflected	tanwin	action	object_type	need
أن	أَنَّ	حرف	إن و أخواتها	1	0	1	1	0	0	0	0	0	0	ناصب	اسم	
إن	إِنَّ	حرف	إن و أخواتها	1	0	0	1	1	0	1	0	0	0	ناصب	اسم	
عل	عَلًّ	حرف	إن و أخواتها	1	0	0	0	0	0	0	0	0	0	ناصب	اسم	
كأن	كَأَنَّ	حرف	إن و أخواتها	1	0	0	1	1	0	1	0	0	0	ناصب	اسم	
لعل	لَعَلَّ	حرف	إن و أخواتها	1	0	0	1	1	0	0	0	0	0	ناصب	اسم	
لكن	لَكِنَّ	حرف	إن و أخواتها	1	0	0	1	0	0	0	0	0	0	ناصب	اسم	
ليت	لَيْتَ	حرف	إن و أخواتها	1	0	0	1	0	0	0	0	0	0	ناصب	اسم	
ثنا	ثَنَا	فعل	اختصار	1	0	0	0	0	0	0	0	0	0			
بيد	بَيْدَ	اسم	استثناء	1	0	0	0	0	0	0	0	0	0			
سوى	سِوَى	اسم	استثناء	1	0	0	0	0	0	0	0	0	0			
غير	غَيْرَ	اسم	استثناء	1	0	1	1	1	0	1	0	1	0	جار	اسم	
لاسيما	لاسِيَّمَا	حرف	استثناء	1	0	0	0	0	0	0	0	0	0			
أولئك	أُولَئِكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
أولئكم	أُولَئِكُمْ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
أولاء	أُولَاءِ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
أولالك	أُولَالِكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
تان	تَانِ	اسم	اسم إشارة	1	0	0	0	0	0	0	0	0	0			
تانك	تَانِكَ	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
تلك	تِلْكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
تلكم	تِلْكُمْ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
تلكما	تِلْكُمَا	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ته	تِهِ	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
تي	تِي	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
تين	تَيْنِ	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
تينك	تَيْنِكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ثم	ثَمَّ	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
ثمة	ثَمَّةَ	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
ذا	ذَا	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
ذاك	ذَاكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذان	ذَانِ	اسم	اسم إشارة	1	0	0	0	0	0	0	0	0	0			
ذانك	ذَانِكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذلك	ذَلِكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذلكم	ذَلِكُمْ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذلكما	ذَلَكُمَا	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذلكن	ذَلِكُنَّ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذه	ذِهِ	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
ذوا	ذَوَا	اسم	اسم إشارة	1	0	0	0	0	0	0	0	0	0			
ذواتا	ذَوَاتَا	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
ذواتي	ذَوَاتَيْ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذوو	ذَوُو	اسم	اسم إشارة	1	0	0	1	0	0	0	0	0	0	جار		
ذوي	ذَوِي	اسم	اسم إشارة	1	0	1	1	0	0	0	0	0	0	جار		
ذي	ذِي	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذين	ذَيْنِ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
ذينك	ذَيْنِكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
كذلك	كَذَلِكَ	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
هؤلاء	هَؤُلَاءِ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
هاتان	هَاتَانِ	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
هاته	هَاتِهِ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
هاتي	هَاتِي	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
هاتين	هَاتَيْنِ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
هاهنا	هَاهُنَا	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
هذا	هَذَا	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
هذان	هَذَانِ	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
هذه	هَذِهِ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
هذي	هَذِي	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
هذين	هَذَيْنِ	اسم	اسم إشارة	1	0	1	0	0	0	0	0	0	0			
هكذا	هَكَذَا	اسم	اسم إشارة	1	0	0	0	1	1	0	0	0	0			
هنا	هُنَا	اسم	اسم إشارة	1	0	0	0	1	0	0	0	0	0			
هناك	هُنَاكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
هنالك	هُنَالِكَ	اسم	اسم إشارة	1	0	1	0	1	0	0	0	0	0			
أي	أَيُّ	اسم	اسم إضافة	1	0	1	1	0	0	0	0	1	0	جار	اسم	
إذ	إِذْ	اسم	اسم إضافة	1	0	0	0	0	0	0	0	0	0	جار	اسم	
إذا	إِذَا	اسم	اسم إضافة	1	0	0	0	0	0	0	0	0	0	جار	اسم	
ابن	اِبْنُ	اسم	اسم إضافة	1	0	1	1	0	0	0	0	1	0	جار	اسم	
بعض	بَعْضُ	اسم	اسم إضافة	1	0	1	1	1	0	1	0	1	1	جار	اسم	
تجاه	تُجَاهَ	اسم	اسم إضافة	1	0	0	1	0	0	0	0	0	0	جار	اسم	
تلقاء	تِلْقَاءَ	اسم	اسم إضافة	1	0	1	1	0	0	0	0	0	0	جار	اسم	
جميع	جَمِيعَ	اسم	اسم إضافة	1	0	1	1	1	0	1	0	1	1	جار	اسم	
حسب	حَسْبُ	اسم	اسم إضافة	1	0	1	1	1	0	0	0	0	0	جار	اسم	
حيث	حَيْثُ	اسم	اسم إضافة	1	0	1	0	0	0	0	0	0	0	جار	اسم	
سبحان	سُبْحَانَ	اسم	اسم إضافة	1	0	0	1	0	0	0	0	0	0	جار	اسم	
سوى	سِوَى	اسم	اسم إضافة	1	0	1	1	1	0	0	0	0	0	جار	اسم	
شبه	شِبْهُ	اسم	اسم إضافة	1	0	1	1	1	0	1	0	0	0	جار	اسم	
شطر	شَطْرَ	اسم	اسم إضافة	1	0	1	1	0	0	0	0	1	0	جار	اسم	
كل	كُلُّ	اسم	اسم إضافة	1	0	1	1	1	0	1	0	0	0	جار	اسم	
لعمر	لَعَمْرُ	اسم	اسم إضافة	1	0	0	1	0	0	0	0	0	0	جار	اسم	
لما	لَمَّا	اسم	اسم إضافة	1	0	0	0	1	0	0	0	0	0	جار	اسم	
مثل	مِثْلُ	اسم	اسم إضافة	1	0	1	1	1	0	1	0	0	0	جار	اسم	
مع	مَعَ	اسم	اسم إضافة	1	0	0	1	1	0	1	0	0	0	جار	اسم	
معاذ	مَعَاذَ	اسم	اسم إضافة	1	0	0	1	0	0	0	0	0	0	جار	اسم	
نحو	نَحْوَ	اسم	اسم إضافة	1	0	1	1	1	0	0	0	0	0	جار	اسم	
متى	مَتَى	اسم	اسم استفهام/ظرف زمان	1	0	0	0	0	0	0	0	0	0			
أنى	أَنَّى	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
أي	أَيُّ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
أيان	أَيَّانَ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
أين	أَيْنَ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
بكم	بِكَمْ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
بما	بِمَا	اسم	اسم الاستفهام	1	0	0	0	1	0	0	0	0	0			
بماذا	بِمَاذَا	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
بمن	بِمَنْ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
كم	كَمْ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
كيف	كَيْفَ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
ما	مَا	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
ماذا	مَاذَا	اسم	اسم الاستفهام	1	0	0	0	1	0	0	0	0	0			
متى	مَتَى	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
مما	مِمَّا	اسم	اسم الاستفهام	1	0	0	0	1	0	0	0	0	0			
ممن	مِمَّنْ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
من	مَنْ	اسم	اسم الاستفهام	1	0	0	0	0	0	0	0	0	0			
أنى	أَنَّى	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
أي	أَيُّ	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
أيان	أَيَّانَ	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
أين	أَيْنَ	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
أينما	أَيْنَمَا	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
حيثما	حَيْثُمَا	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
كيفما	كَيْفَمَا	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
ما	مَا	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
متى	مَتَى	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
من	مَنْ	اسم	اسم الشرط	1	0	0	0	0	0	0	0	0	0			
مهما	مَهْمَا	اسم	اسم الشرط	1	0	0	0	1	0	0	0	0	0			
أقل	أَقَلُّ	اسم	اسم تفضيل	1	0	1	1	0	0	0	0	1	0			
أكثر	أَكْثَرُ	اسم	اسم تفضيل	1	0	1	1	0	0	0	0	1	0			
إذا	إذاً	حرف	اسم شرط	1	0	0	0	0	0	0	0	0	0			
آها	آهاً	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
بس	بَسّْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
حاي	حَايْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
صه	صَهْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
صه	صَهٍ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
طاق	طَاقْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
طق	طَقْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
عدس	عَدَسْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
كخ	كِخْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
نخ	نَخْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
هج	هَجْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
وا	وَا	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
واها	وَاهاً	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
وي	وَيْ	اسم فعل	اسم صوت	0	0	0	0	0	0	0	0	0	0			
آمين	آمِينَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
آه	آهٍ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
أف	أُفٍّ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
أف	أُفٍّ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
أمامك	أَمَامَكَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
أوه	أَوَّهْ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
إليك	إِلَيْكَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
إليكم	إِلَيْكُمْ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
إليكما	إِلَيْكُمَا	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
إليكن	إِلَيْكُنَّ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
إيه	إيهِ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
بخ	بخٍ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
بس	بَسْ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
بطآن	بُطْآنَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
بله	بَلْهَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
حذار	حَذَارِ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
حي	حَيَّ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
دونك	دُونَكَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
رويدك	رُوَيْدَكَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
سرعان	سُرْعَانَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
شتان	شَتَّانَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
عليك	عَلَيْكَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
مكانك	مَكَانَكَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
مكانك	مَكَانَكِ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
مكانكم	مَكَانَكُمْ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
مكانكما	مَكَانَكُمَا	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
مكانكن	مَكَانَكُنَّ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
مه	مَهْ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
ها	هَا	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
هاؤم	هَاؤُمُ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
هاك	هَاكَ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
هلم	هَلُمَّ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
هيا	هَيَّا	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
هيت	هِيتَ	اسم فعل	اسم فعل	1	0	0	0	0	0	0	0	0	0			
هيهات	هَيْهَاتَ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
وا	وَا	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
وراءك	وَرَاءَكَ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
وشكان	وُشْكَانَ	اسم فعل	اسم فعل	0	0	0	0	0	0	0	0	0	0			
ويكأن	وَيْكَأَنَّ	اسم فعل	اسم فعل	0	0	0	1	0	0	0	0	0	0			
أي	أَيُّ	اسم	اسم موصول	1	0	1	0	0	0	0	0	1	1			
الألاء	الْأَلَاءُ	اسم	اسم موصول	1	0	1	0	0	0	0	1	0	0			
